iter	RMSE
196	0.9254168743
197	0.9238861523
198	0.9229910682
199	0.9214718801
200	0.9200303179
201	0.9192254696
202	0.9177251556
203	0.9162999423
204	0.915306421
205	0.9129344466
206	0.9110373552
207	0.9092435852
208	0.9074293266
209	0.9061416011
210	0.9050300904
211	0.9039386716
212	0.9022275736
213	0.9012551564
214	0.8986392636
215	0.8977884835
216	0.8966805733
217	0.8955916871
218	0.8936477269
219	0.8924384451
220	0.8907279052
221	0.8894545105
222	0.8874398524
223	0.8861003452
224	0.8850296549
225	0.8838495457
226	0.8821735972
227	0.8804903033
228	0.8780487567
229	0.877117827
230	0.8755546714
231	0.8739623691
232	0.8723032901
233	0.8704821639
234	0.8683882168
235	0.8673017351
236	0.8659361986
237	0.8633694189
238	0.8624246036
239	0.8597407487
240	0.858102361
241	0.8569255059
242	0.855376251
243	0.8539536979
244	0.8523759259
245	0.851346236
246	0.8505028267
247	0.8490627989
248	0.8469325466
249	0.8459928853
250	0.8447335356
251	0.8436513079
252	0.8422767954
253	0.8413859552
254	0.8387761278
255	0.8377203611
256	0.8359680274
257	0.8348313312
258	0.8340003149
259	0.833427364
260	0.8317480165
261	0.8306169282
262	0.8285365063
263	0.8274651733
264	0.8265036709
265	0.8250304864
266	0.8240974118
267	0.8232876892
268	0.8217129275
269	0.8208950214
270	0.8194849939
271	0.8188100686
272	0.8180176059
273	0.8169764645
274	0.8148484301
275	0.814136407
276	0.8131158794
277	0.81188273
278	0.8101559835
279	0.8085443823
280	0.8064916359
281	0.8056869084
282	0.8042294913
283	0.8026889774
284	0.8017162454
285	0.8008216199
286	0.7989085532
287	0.7976425313
288	0.7955640698
289	0.7943629502
290	0.7927828336
291	0.7915138342
292	0.7901015214
293	0.7891414947
294	0.7884857011
295	0.7875471087
296	0.7865214086
297	0.7855359435
298	0.784602989
299	0.7835844433
300	0.7825287187
301	0.7812225568
302	0.7795207813
303	0.7782992592
304	0.7773733903
305	0.7762449877
306	0.7753067633
307	0.7738063997
308	0.7717479443
309	0.7707996561
310	0.7698448216
311	0.7686716728
312	0.7677730965
313	0.7669596376
314	0.7659532533
315	0.7648489554
316	0.7639099025
317	0.7622604725
318	0.7610326071
319	0.7601229985
320	0.7588719231
321	0.7575393763
322	0.7568570784
323	0.7554668928
324	0.7538661069
325	0.7531125707
326	0.751569892
327	0.7507724047
328	0.7500401638
329	0.7489242148
330	0.7476332921
331	0.7463877045
332	0.7444437112
333	0.7433280146
334	0.7424466015
335	0.7413447776
336	0.7405276273
337	0.7395338048
338	0.7386929794
339	0.7381759935
340	0.7369666119
341	0.7363728433
342	0.7352547034
343	0.733839737
344	0.7329887884
345	0.7320524796
346	0.731109208
347	0.7298222999
348	0.728831754
349	0.7277183672
350	0.7268948071
351	0.7255427688
352	0.7247371661
353	0.7238761402
354	0.7226337148
355	0.7220696263
356	0.7212448992
357	0.7198193309
358	0.71859767
359	0.7178977061
360	0.7167725638
361	0.7154488738
362	0.7147357992
363	0.7141769791
364	0.7133436831
365	0.7125971329
366	0.7111149076
367	0.7104154855
368	0.7096285491
369	0.7088585131
370	0.7078412688
371	0.7071654323
372	0.7065686596
373	0.7050789129
374	0.7040108409
375	0.7031129138
376	0.702534112
377	0.7014062261
378	0.7003013151
379	0.6994716838
380	0.6983525194
381	0.6968464079
382	0.6960391758
383	0.6949218389
384	0.6941615161
385	0.6936164414
386	0.6931503379
387	0.6927097847
388	0.6921087106
389	0.6912309743
390	0.6902711677
391	0.6890656287
392	0.6878860448
393	0.6874107009
394	0.6862465291
395	0.6857411812
396	0.6849353009
397	0.6837229732
398	0.6828521016
399	0.6820747416
400	0.6812535382
401	0.6806989247
402	0.6800850964
403	0.6788308219
404	0.6780243361
405	0.6771867943
406	0.67635385
407	0.6755499174
408	0.6748578484
409	0.6738507246
410	0.6730966581
411	0.67192445
412	0.6713122225
413	0.6704551728
414	0.6694954749
415	0.669001242
416	0.6682183568
417	0.6672573139
418	0.6664578467
419	0.6658098607
420	0.6647909619
421	0.6644590899
422	0.6639875164
423	0.663190969
424	0.6623295704
425	0.661803568
426	0.6611916326
427	0.6604742629
428	0.6599313541
429	0.6593469735
430	0.658464982
431	0.6575675746
432	0.6573987581
433	0.6566558296
434	0.6558537007
435	0.655084985
436	0.6542213192
437	0.6538448837
438	0.6527584311
439	0.6521671724
440	0.6512565377
441	0.6506634593
442	0.6498896964
443	0.6494227693
444	0.6489763911
445	0.6480014679
446	0.6474343826
447	0.6462775625
448	0.6454804492
449	0.6449791531
450	0.6444721506
451	0.643314246
452	0.6425551035
453	0.6420049027
454	0.6411950456
455	0.6405916464
456	0.6394077256
457	0.6387151629
458	0.6382887562
459	0.6375304121
460	0.6367821255
461	0.6357210817
462	0.635307911
463	0.6345135009
464	0.6339524007
465	0.6335308353
466	0.6331895941
467	0.6328291853
468	0.6316639571
469	0.630971427
470	0.630272554
471	0.629263475
472	0.6288160772
473	0.6283447827
474	0.6275172364
475	0.6269962538
476	0.6263228885
477	0.6252290445
478	0.6245588705
479	0.6241800452
480	0.6234372924
481	0.6229026246
482	0.6221752694
483	0.6214133527
484	0.6209205969
485	0.6199523776
486	0.6195691913
487	0.6189668504
488	0.6178915702
489	0.6173088174
490	0.6167987171
491	0.6160298466
492	0.6152173174
493	0.6147598865
494	0.6142169777
495	0.6132231941
496	0.6125851955
497	0.6122989648
498	0.6117832144
499	0.6114060053
500	0.6105443561
501	0.610151458
502	0.609479198
503	0.6088111045
504	0.6080688635
505	0.6075044098
506	0.6068079128
507	0.6061712988
508	0.6056009293
509	0.6051484778
510	0.6046223375
511	0.6039045008
512	0.6029729443
513	0.6024845254
514	0.6018996363
515	0.600977952
516	0.5999902778
517	0.5993451088
518	0.5986961295
519	0.5978183921
520	0.5970844184
521	0.5965283185
522	0.5959205484
523	0.5954221601
524	0.5947102699
525	0.5944057634
526	0.5938633849
527	0.5935417286
528	0.5929418435
529	0.5924822874
530	0.5918901397
531	0.5910251172
532	0.5904305883
533	0.5898449666
534	0.5893684937
535	0.5886874656
536	0.5879821595
537	0.5875323533
538	0.586836707
539	0.5864212094
540	0.5856040867
541	0.5852069481
542	0.5842161283
543	0.5833117968
544	0.5823179812
545	0.5818102083
546	0.5808759351
547	0.5800431772
548	0.5795799358
549	0.5791025868
550	0.5785248446
551	0.5780547084
552	0.5777886779
553	0.5771501948
554	0.5766593485
555	0.5761342063
556	0.5757626065
557	0.5753312185
558	0.5747347235
559	0.5743254349
560	0.5740635513
561	0.5733535206
562	0.5729753186
563	0.5725986283
564	0.5719831362
565	0.5710991423
566	0.5702638978
567	0.5698402955
568	0.5694417707
569	0.5689074951
570	0.5684271027
571	0.5681055682
572	0.5676547812
573	0.5669886013
574	0.5660703253
575	0.5654205865
576	0.5648819021
577	0.5643111354
578	0.5638090789
579	0.5634457181
580	0.5629776449
581	0.5626092618
582	0.5621976757
583	0.5614516146
584	0.5609608072
585	0.5602028522
586	0.5596911002
587	0.559256349
588	0.5586826769
589	0.558330356
590	0.5573892635
591	0.5568458619
592	0.5562829557
593	0.5558066614
594	0.5555311533
595	0.5546650574
596	0.5540723278
597	0.5531045943
598	0.552707629
599	0.5521894652
600	0.551896581
601	0.5514331676
602	0.5506674645
603	0.5500847229
604	0.5498063372
605	0.5493489196
606	0.5486735188
607	0.5480752934
608	0.5475696949
609	0.5468338307
610	0.5466318077
611	0.5460270135
612	0.5456498709
613	0.5452993658
614	0.5448126236
615	0.5444928026
616	0.5439847272
617	0.5433841815
618	0.5429940149
619	0.5424520134
620	0.5418763737
621	0.541646146
622	0.5412483852
623	0.5406945757
624	0.5401292533
625	0.5398368564
626	0.5395236178
627	0.5392266359
628	0.5387884324
629	0.5382248707
630	0.5377938485
631	0.5370946604
632	0.5368296704
633	0.5361517661
634	0.5354124215
635	0.5347509271
636	0.534432335
637	0.534030668
638	0.5335734538
639	0.5333577657
640	0.5327329924
641	0.5319404106
642	0.5314820256
643	0.5305810078
644	0.5300754858
645	0.5293543825
646	0.5289570377
647	0.5285753837
648	0.5280226541
649	0.5276928983
650	0.5272003298
651	0.5267794502
652	0.5260692658
653	0.5257143366
654	0.5254599218
655	0.5247569788
656	0.5245557278
657	0.5240752801
658	0.5237529468
659	0.5234282983
660	0.523212634
661	0.5227807596
662	0.5222470924
663	0.5219355793
664	0.5215508898
665	0.5212910869
666	0.5210488409
667	0.5207193405
668	0.5202166
669	0.5197374411
670	0.5194592717
671	0.5190420238
672	0.51870078
673	0.5184243185
674	0.5182126551
675	0.5176655902
676	0.5168687476
677	0.5163454115
678	0.5158350314
679	0.5155081717
680	0.515003103
681	0.5147004844
682	0.5142849033
683	0.5138357764
684	0.5134401986
685	0.5128627511
686	0.512549344
687	0.5120006701
688	0.5116979555
689	0.5113872688
690	0.5110812182
691	0.5108037509
692	0.5105006151
693	0.5099796921
694	0.5096853885
695	0.5093949454
696	0.5091404046
697	0.5087164812
698	0.5082423597
699	0.5077897365
700	0.5074847079
701	0.5070364543
702	0.5066969702
703	0.5060218625
704	0.5053462962
705	0.5048983113
706	0.5044339457
707	0.5040385853
708	0.5036558318
709	0.5033240373
710	0.502750653
711	0.5024920936
712	0.5018886152
713	0.5013794979
714	0.5010724665
715	0.50050973
716	0.5000313863
717	0.4995465439
718	0.4993665084
719	0.4990624987
720	0.4985449492
721	0.4981176039
722	0.4977326082
723	0.4974733835
724	0.4970407735
725	0.4967143852
726	0.4963445926
727	0.4961168836
728	0.4956450051
729	0.4952270206
730	0.4948397107
731	0.4945060581
732	0.4942483668
733	0.4939266189
734	0.4934984876
735	0.4929987142
736	0.4927876042
737	0.4923247239
738	0.4921078074
739	0.4918632987
740	0.4914287818
741	0.491293345
742	0.4909829096
743	0.4906506838
744	0.4903114351
745	0.489758159
746	0.489505418
747	0.489205317
748	0.4888320264
749	0.4883823329
750	0.4877974703
751	0.4874777921
752	0.4867535525
753	0.4864333791
754	0.4862187692
755	0.4859878963
756	0.4853149066
757	0.4848939055
758	0.484599381
759	0.4843209153
760	0.4839860047
761	0.4835823771
762	0.4833244425
763	0.4829040357
764	0.4825278157
765	0.4823347541
766	0.4821016436
767	0.4817079503
768	0.4811800746
769	0.4809535122
770	0.4805713684
771	0.4802258747
772	0.4797299398
773	0.479199346
774	0.4787000716
775	0.4782895652
776	0.4781258551
777	0.4777821101
778	0.4774151807
779	0.477089154
780	0.4765723438
781	0.4763433976
782	0.4757802792
783	0.4753430583
784	0.4750638718
785	0.4748726904
786	0.4745853727
787	0.4742759113
788	0.4739182096
789	0.4733883013
790	0.4729851961
791	0.4726514558
792	0.4720798059
793	0.4718095106
794	0.4715033509
795	0.4709147029
796	0.4706929125
797	0.4703275424
798	0.4699524088
799	0.4697597041
800	0.4692508075
801	0.4689725879
802	0.4686488317
803	0.4682724151
804	0.4678955215
805	0.4673954223
806	0.4671343825
807	0.46642304
808	0.46600398
809	0.4654574863
810	0.4650358992
811	0.4645354763
812	0.4642229225
813	0.4639098542
814	0.4634715138
815	0.4631890511
816	0.4628772942
817	0.462414983
818	0.461931418
819	0.461424688
820	0.4610010093
821	0.4606989274
822	0.4603297328
823	0.4598107669
824	0.4593333502
825	0.4591456824
826	0.4587787008
827	0.4584468912
828	0.4582276601
829	0.4579048748
830	0.4575727473
831	0.4572172757
832	0.4568879546
833	0.456556544
834	0.4563374293
835	0.4557584775
836	0.4555190423
837	0.4551017694
838	0.4545504583
839	0.4541987203
840	0.4539329157
841	0.4534090638
842	0.4531315851
843	0.452857413
844	0.4527210749
845	0.4525252301
846	0.4521642539
847	0.4518715733
848	0.4514642799
849	0.4511831983
850	0.450958097
851	0.4507290649
852	0.4506050652
853	0.4502419564
854	0.449956037
855	0.4495727059
856	0.4492739832
857	0.4489174344
858	0.4485313878
859	0.4482055292
860	0.4479584079
861	0.4476685614
862	0.4472781853
863	0.4469569147
864	0.4467474965
865	0.4462565271
866	0.4456677964
867	0.4453768924
868	0.4448218607
869	0.4445895203
870	0.4441379994
871	0.4437642897
872	0.4433111315
873	0.4430346595
874	0.442850966
875	0.4426969721
876	0.4421839965
877	0.4418539248
878	0.4414487789
879	0.4412711123
880	0.4411302668
881	0.4406400368
882	0.440151925
883	0.4397563878
884	0.4395409445
885	0.439247164
886	0.4386286181
887	0.4384684829
888	0.4382778577
889	0.4378618933
890	0.4373480876
891	0.4370595174
892	0.4369245049
893	0.4366802804
894	0.4363597138
895	0.4360541595
896	0.4356608405
897	0.4354532431
898	0.4350770864
899	0.4346686247
900	0.4343384258
901	0.4339412604
902	0.4337034842
903	0.433483766
904	0.4333171414
905	0.4329527054
906	0.4327019392
907	0.4323077205
908	0.432032196
909	0.4317755125
910	0.4315053478
911	0.4312529201
912	0.4309021773
913	0.4305970691
914	0.4304453538
915	0.4300384049
916	0.4297557334
917	0.4292802832
918	0.4290439331
919	0.4288448134
920	0.4284612098
921	0.4281681029
922	0.4279506256
923	0.4277094253
924	0.4272184247
925	0.4269099702
926	0.4266945798
927	0.4264024297
928	0.4260318906
929	0.4258256429
930	0.4256033076
931	0.4253011559
932	0.425040828
933	0.4249187649
934	0.4246484692
935	0.4243678313
936	0.4240528242
937	0.4236798804
938	0.4232959997
939	0.4230080187
940	0.4225209587
941	0.422018439
942	0.4217986119
943	0.4215659555
944	0.4214294842
945	0.4212537557
946	0.4209075695
947	0.4207029656
948	0.4205867843
949	0.4203297075
950	0.4201420902
951	0.419960601
952	0.4196449522
953	0.4193880946
954	0.4192007487
955	0.4190025367
956	0.4184816211
957	0.418014198
958	0.4177038827
959	0.4174991986
960	0.4172521406
961	0.4169931605
962	0.4167738491
963	0.4165110873
964	0.4163243035
965	0.4159254431
966	0.4156967736
967	0.4152980204
968	0.4150262614
969	0.4147538186
970	0.4144205845
971	0.4140869289
972	0.413891536
973	0.4134291246
974	0.4131595327
975	0.4129254375
976	0.4125848244
977	0.4123446788
978	0.4121560771
979	0.4117794052
980	0.4114559575
981	0.4112731469
982	0.4108675014
983	0.410596587
984	0.4103648602
985	0.4101055552
986	0.4096882102
987	0.4094529428
988	0.4089948077
989	0.4088454596
990	0.4085313939
991	0.4084168954
992	0.4081872333
993	0.4079190408
994	0.4076927563
995	0.4073846009
996	0.4071594005
997	0.4068610912
998	0.4065718734
999	0.4062562393
